Water Level Provo River
time,Water level(ft)
2014-08-21T12:15:18+00:00,0.4771
2014-08-21T12:30:12+00:00,0.48097
2014-08-21T12:45:06+00:00,0.48883
2014-08-21T13:00:00+00:00,0.49163
2014-08-21T13:15:21+00:00,0.49314
2014-08-21T13:30:15+00:00,0.49218
2014-08-21T13:45:09+00:00,0.48455
2014-08-21T14:00:03+00:00,0.48393
2014-08-21T14:15:24+00:00,0.47746
2014-08-21T14:30:18+00:00,0.48511
2014-08-21T14:45:12+00:00,0.48665
2014-08-21T15:00:06+00:00,0.49361
2014-08-21T15:15:00+00:00,0.49609
2014-08-21T15:30:21+00:00,0.50321
2014-08-21T15:45:15+00:00,0.50313
2014-08-21T16:00:09+00:00,0.50179
2014-08-21T16:15:03+00:00,0.49769
2014-08-21T16:30:24+00:00,0.49294
2014-08-21T16:45:18+00:00,0.48592
2014-08-21T17:00:12+00:00,0.48325
2014-08-21T17:15:06+00:00,0.48922
2014-08-21T17:30:00+00:00,0.49069
2014-08-21T17:45:21+00:00,0.49367
2014-08-21T18:00:15+00:00,0.48509
2014-08-21T18:15:09+00:00,0.49414
2014-08-21T18:30:03+00:00,0.5048
2014-08-21T18:45:24+00:00,0.51735
2014-08-21T19:00:18+00:00,0.52636
2014-08-21T19:15:12+00:00,0.52211
2014-08-21T19:30:06+00:00,0.53087
2014-08-21T19:45:00+00:00,0.5302
2014-08-21T20:00:21+00:00,0.51982
2014-08-21T20:15:15+00:00,0.51585
2014-08-21T20:30:09+00:00,0.51361
2014-08-21T20:45:03+00:00,0.5125
2014-08-21T21:00:24+00:00,0.51318
2014-08-21T21:15:18+00:00,0.50807
2014-08-21T21:30:12+00:00,0.51212
2014-08-21T21:45:06+00:00,0.50827
2014-08-21T22:00:27+00:00,0.50238
2014-08-21T22:15:21+00:00,0.49899
2014-08-21T22:30:14+00:00,0.49834
2014-08-21T22:45:08+00:00,0.49602
2014-08-21T23:00:02+00:00,0.48512
2014-08-21T23:15:23+00:00,0.48611
2014-08-21T23:30:17+00:00,0.48551
2014-08-21T23:45:11+00:00,0.48524
2014-08-22T00:00:05+00:00,0.47771
2014-08-22T00:15:26+00:00,0.47577
2014-08-22T00:30:20+00:00,0.47976
2014-08-22T00:45:14+00:00,0.47714
2014-08-22T01:00:08+00:00,0.4734
2014-08-22T01:15:02+00:00,0.4644
2014-08-22T01:30:23+00:00,0.46876
2014-08-22T01:45:17+00:00,0.47142
2014-08-22T02:00:11+00:00,0.47646
2014-08-22T02:15:05+00:00,0.4692
2014-08-22T02:30:26+00:00,0.46604
2014-08-22T02:45:20+00:00,0.46545
2014-08-22T03:00:14+00:00,0.47622
2014-08-22T03:15:09+00:00,0.46967
2014-08-22T03:30:03+00:00,0.47
2014-08-22T03:45:24+00:00,0.46966
2014-08-22T04:00:18+00:00,0.47917
2014-08-22T04:15:12+00:00,0.48176
2014-08-22T04:30:06+00:00,0.4857
2014-08-22T04:45:00+00:00,0.48441
2014-08-22T05:00:21+00:00,0.47594
2014-08-22T05:15:15+00:00,0.46839
2014-08-22T05:30:09+00:00,0.44992
2014-08-22T05:45:03+00:00,0.44697
2014-08-22T06:00:24+00:00,0.4407
2014-08-22T06:15:18+00:00,0.4403
2014-08-22T06:30:12+00:00,0.44196
2014-08-22T06:45:06+00:00,0.4404
2014-08-22T07:00:00+00:00,0.4432
2014-08-22T07:15:22+00:00,0.44156
2014-08-22T07:45:10+00:00,0.44218
2014-08-22T08:00:04+00:00,0.43841
2014-08-22T08:15:25+00:00,0.43934
2014-08-22T08:30:19+00:00,0.43782
2014-08-22T08:45:13+00:00,0.44407
2014-08-22T09:00:07+00:00,0.44611
2014-08-22T09:15:01+00:00,0.44931
2014-08-22T09:30:22+00:00,0.44966
2014-08-22T09:45:16+00:00,0.44784
2014-08-22T10:00:10+00:00,0.45362
2014-08-22T10:15:04+00:00,0.46593
2014-08-22T10:30:25+00:00,0.47028
2014-08-22T10:45:19+00:00,0.46625
2014-08-22T11:00:13+00:00,0.46933
2014-08-22T11:15:07+00:00,0.47145
2014-08-22T11:30:01+00:00,0.46533
2014-08-22T11:45:22+00:00,0.4683
2014-08-22T12:00:16+00:00,0.47161
2014-08-22T12:15:10+00:00,0.47323
2014-08-22T12:30:04+00:00,0.47661
2014-08-22T12:45:25+00:00,0.47268
2014-08-22T13:00:19+00:00,0.4765
2014-08-22T13:15:13+00:00,0.47737
2014-08-22T13:30:07+00:00,0.47242
2014-08-22T13:45:01+00:00,0.47056
2014-08-22T14:00:22+00:00,0.47055
2014-08-22T14:15:16+00:00,0.4665
2014-08-22T14:30:10+00:00,0.46772
2014-08-22T14:45:04+00:00,0.47795
2014-08-22T15:00:25+00:00,0.47636
2014-08-22T15:15:19+00:00,0.47201
2014-08-22T17:45:13+00:00,0.46335
2014-08-22T18:00:07+00:00,0.46988
2014-08-22T18:15:01+00:00,0.46624
2014-08-22T18:30:22+00:00,0.46821
2014-08-22T18:45:16+00:00,0.4644
2014-08-22T19:00:10+00:00,0.4617
2014-08-22T19:15:04+00:00,0.46396
2014-08-22T19:30:25+00:00,0.45995
2014-08-22T19:45:19+00:00,0.46138
2014-08-22T20:00:13+00:00,0.45991
2014-08-22T20:15:07+00:00,0.45915
2014-08-22T20:30:01+00:00,0.45333
2014-08-22T20:45:22+00:00,0.44639
2014-08-22T21:00:16+00:00,0.45296
2014-08-22T21:15:10+00:00,0.45378
2014-08-22T21:30:04+00:00,0.45714
2014-08-22T21:45:25+00:00,0.45461
2014-08-22T22:00:19+00:00,0.45072
2014-08-22T22:15:13+00:00,0.45313
2014-08-22T22:30:07+00:00,0.45098
2014-08-22T22:45:01+00:00,0.45073
2014-08-22T23:00:22+00:00,0.44802
2014-08-22T23:15:16+00:00,0.43813
2014-08-22T23:30:10+00:00,0.43474
2014-08-22T23:45:04+00:00,0.44161
2014-08-23T00:00:25+00:00,0.44982
2014-08-23T00:15:19+00:00,0.45321
2014-08-23T00:30:13+00:00,0.45191
2014-08-23T00:45:07+00:00,0.45215
2014-08-23T01:00:01+00:00,0.44596
2014-08-23T01:15:22+00:00,0.43728
2014-08-23T01:30:16+00:00,0.43379
2014-08-23T01:45:10+00:00,0.42891
2014-08-23T02:00:04+00:00,0.42423
2014-08-23T02:15:25+00:00,0.42642
2014-08-23T02:30:19+00:00,0.42702
2014-08-23T02:45:13+00:00,0.42581
2014-08-23T03:00:07+00:00,0.42609
2014-08-23T03:15:01+00:00,0.42755
2014-08-23T03:30:22+00:00,0.42817
2014-08-23T03:45:16+00:00,0.42652
2014-08-23T04:00:11+00:00,0.42231
2014-08-23T04:15:05+00:00,0.42021
2014-08-23T04:30:26+00:00,0.41287
2014-08-23T04:45:20+00:00,0.41377
2014-08-23T05:00:14+00:00,0.42221
2014-08-23T05:15:08+00:00,0.42547
2014-08-23T05:30:02+00:00,0.42257
2014-08-23T05:45:23+00:00,0.42093
2014-08-23T06:00:17+00:00,0.42194
2014-08-23T06:15:11+00:00,0.42285
2014-08-23T06:30:06+00:00,0.42305
2014-08-23T06:45:00+00:00,0.42803
2014-08-23T07:00:21+00:00,0.42931
2014-08-23T07:15:15+00:00,0.43366
2014-08-23T07:30:09+00:00,0.4305
2014-08-23T07:45:03+00:00,0.42981
2014-08-23T08:00:24+00:00,0.42933
2014-08-23T08:15:18+00:00,0.43315
2014-08-23T08:30:12+00:00,0.43347
2014-08-23T08:45:06+00:00,0.44013
2014-08-23T09:00:00+00:00,0.44673
2014-08-23T09:15:21+00:00,0.44509
2014-08-23T09:30:15+00:00,0.4434
2014-08-23T09:45:09+00:00,0.44102
2014-08-23T10:00:03+00:00,0.44688
2014-08-23T10:15:24+00:00,0.4592
2014-08-23T10:30:18+00:00,0.46833
2014-08-23T10:45:12+00:00,0.47549
2014-08-23T11:00:06+00:00,0.5159
2014-08-23T11:15:00+00:00,0.83595
2014-08-23T11:30:21+00:00,1.1738
2014-08-23T11:45:15+00:00,1.11214
2014-08-23T12:00:09+00:00,1.01075
2014-08-23T12:15:03+00:00,0.93471
2014-08-23T12:30:24+00:00,0.9155
2014-08-23T12:45:18+00:00,0.9083
2014-08-23T13:00:12+00:00,0.87815
2014-08-23T13:15:06+00:00,0.84492
2014-08-23T13:30:27+00:00,0.79647
2014-08-23T14:15:08+00:00,0.6862
2014-08-23T14:30:02+00:00,0.66389
2014-08-23T14:45:23+00:00,0.64786
2014-08-23T15:00:17+00:00,0.63662
2014-08-23T15:15:11+00:00,0.62899
2014-08-23T15:30:05+00:00,0.62041
2014-08-23T15:45:26+00:00,0.61995
2014-08-23T16:00:20+00:00,0.6236
2014-08-23T16:15:14+00:00,0.62167
2014-08-23T16:30:08+00:00,0.61554
2014-08-23T16:45:02+00:00,0.61666
2014-08-23T17:00:23+00:00,0.64188
2014-08-23T17:15:17+00:00,0.67776
2014-08-23T17:30:11+00:00,0.70705
2014-08-23T17:45:05+00:00,0.7321
2014-08-23T18:00:26+00:00,0.90697
2014-08-23T19:00:10+00:00,2.91242
2014-08-23T19:15:04+00:00,2.53953
2014-08-23T19:30:26+00:00,2.09773
2014-08-23T19:45:19+00:00,1.91636
2014-08-23T20:00:13+00:00,1.87443
2014-08-23T20:15:07+00:00,1.79962
2014-08-23T20:30:01+00:00,1.61118
2014-08-23T20:45:22+00:00,1.42112
2014-08-23T21:00:16+00:00,1.29014
2014-08-23T21:15:10+00:00,1.20249
2014-08-23T21:30:04+00:00,1.1212
2014-08-23T21:45:25+00:00,1.04386
2014-08-23T22:00:19+00:00,1.00411
2014-08-23T22:15:13+00:00,0.96666
2014-08-23T22:30:07+00:00,0.93851
2014-08-23T22:45:01+00:00,0.91619
2014-08-23T23:00:22+00:00,0.9097
2014-08-23T23:15:16+00:00,0.90397
2014-08-23T23:30:09+00:00,0.89136
2014-08-23T23:45:03+00:00,0.87778
2014-08-24T00:00:24+00:00,0.86811
2014-08-24T00:15:18+00:00,0.87529
2014-08-24T00:30:12+00:00,0.88689
2014-08-24T00:45:06+00:00,0.88744
2014-08-24T01:00:00+00:00,0.87944
2014-08-24T01:15:21+00:00,0.87156
2014-08-24T01:30:15+00:00,0.86306
2014-08-24T01:45:09+00:00,0.85151
2014-08-24T02:00:03+00:00,0.84374
2014-08-24T02:15:24+00:00,0.83569
2014-08-24T02:30:18+00:00,0.83077
2014-08-24T02:45:12+00:00,0.82362
2014-08-24T03:00:06+00:00,0.81503
2014-08-24T03:15:00+00:00,0.8045
2014-08-24T03:30:21+00:00,0.79996
2014-08-24T03:45:15+00:00,0.79853
2014-08-24T04:00:09+00:00,0.78314
2014-08-24T04:15:03+00:00,0.76005
2014-08-24T04:30:24+00:00,0.73704
2014-08-24T04:45:18+00:00,0.73066
2014-08-24T05:00:12+00:00,0.72435
2014-08-24T05:15:06+00:00,0.70854
2014-08-24T05:30:00+00:00,0.69496
2014-08-24T05:45:22+00:00,0.70201
2014-08-24T06:00:16+00:00,0.69776
2014-08-24T06:15:10+00:00,0.68899
2014-08-24T06:30:04+00:00,0.69551
2014-08-24T06:45:25+00:00,0.70209
2014-08-24T07:00:19+00:00,0.69391
2014-08-24T07:15:13+00:00,0.69093
2014-08-24T07:30:07+00:00,0.69164
2014-08-24T07:45:01+00:00,0.68836
2014-08-24T08:00:22+00:00,0.69121
2014-08-24T08:15:16+00:00,0.68929
2014-08-24T08:45:04+00:00,0.69833
2014-08-24T09:00:25+00:00,0.68361
2014-08-24T09:15:19+00:00,0.68646
2014-08-24T09:30:13+00:00,0.6872
2014-08-24T09:45:07+00:00,0.67997
2014-08-24T10:00:01+00:00,0.68196
2014-08-24T10:15:22+00:00,0.68036
2014-08-24T10:30:16+00:00,0.67326
2014-08-24T10:45:10+00:00,0.67751
2014-08-24T11:00:04+00:00,0.67608
2014-08-24T11:15:25+00:00,0.67054
2014-08-24T11:30:19+00:00,0.6792
2014-08-24T11:45:13+00:00,0.67912
2014-08-24T12:00:07+00:00,0.68047
2014-08-24T12:15:01+00:00,0.6837
2014-08-24T12:30:22+00:00,0.67752
2014-08-24T12:45:16+00:00,0.68088
2014-08-24T13:00:10+00:00,0.67265
2014-08-24T13:15:04+00:00,0.66146
2014-08-24T13:30:25+00:00,0.66144
2014-08-24T13:45:19+00:00,0.66341
2014-08-24T14:00:13+00:00,0.66758
2014-08-24T14:15:07+00:00,0.66974
2014-08-24T14:30:01+00:00,0.66711
2014-08-24T14:45:22+00:00,0.66168
2014-08-24T15:00:16+00:00,0.65514
2014-08-24T15:15:10+00:00,0.64981
2014-08-24T15:30:04+00:00,0.64567
2014-08-24T15:45:25+00:00,0.64094
2014-08-24T16:00:19+00:00,0.64062
2014-08-24T16:15:12+00:00,0.63579
2014-08-24T16:30:06+00:00,0.64196
2014-08-24T16:45:00+00:00,0.6421
2014-08-24T17:00:21+00:00,0.63896
2014-08-24T17:15:15+00:00,0.64468
2014-08-24T17:30:09+00:00,0.65293
2014-08-24T17:45:03+00:00,0.6531
2014-08-24T18:00:24+00:00,0.64386
2014-08-24T18:15:18+00:00,0.63591
2014-08-24T18:30:12+00:00,0.63472
2014-08-24T18:45:06+00:00,0.63764
2014-08-24T19:00:00+00:00,0.63985
2014-08-24T19:15:21+00:00,0.64199
2014-08-24T19:30:15+00:00,0.64518
2014-08-24T19:45:09+00:00,0.64761
2014-08-24T20:00:02+00:00,0.65386
2014-08-24T20:15:23+00:00,0.65269
2014-08-24T20:30:17+00:00,0.64733
2014-08-24T20:45:11+00:00,0.64784
2014-08-24T21:00:05+00:00,0.64628
2014-08-24T21:15:26+00:00,0.64699
2014-08-24T21:30:20+00:00,0.64534
2014-08-24T21:45:14+00:00,0.64611
2014-08-24T22:00:08+00:00,0.6452
2014-08-24T22:15:02+00:00,0.64658
2014-08-24T22:30:23+00:00,0.64283
2014-08-24T22:45:17+00:00,0.64365
2014-08-24T23:00:11+00:00,0.6416
2014-08-24T23:15:05+00:00,0.64249
2014-08-24T23:30:26+00:00,0.64358
2014-08-24T23:45:20+00:00,0.64146
2014-08-25T00:00:14+00:00,0.6427
2014-08-25T00:15:08+00:00,0.64535
2014-08-25T00:30:01+00:00,0.64264
2014-08-25T00:45:23+00:00,0.6417
2014-08-25T01:00:16+00:00,0.64324
2014-08-25T01:15:10+00:00,0.64418
2014-08-25T01:30:04+00:00,0.64242
2014-08-25T01:45:25+00:00,0.64224
2014-08-25T02:00:19+00:00,0.6412
2014-08-25T02:15:13+00:00,0.63959
2014-08-25T02:30:07+00:00,0.64051
2014-08-25T02:45:01+00:00,0.64255
2014-08-25T03:00:22+00:00,0.64116
2014-08-25T03:15:16+00:00,0.64413
2014-08-25T03:30:10+00:00,0.64359
2014-08-25T03:45:04+00:00,0.64437
2014-08-25T04:00:26+00:00,0.64367
2014-08-25T04:15:20+00:00,0.64363
2014-08-25T04:30:14+00:00,0.64642
2014-08-25T04:45:08+00:00,0.6537
2014-08-25T05:00:02+00:00,0.65802
2014-08-25T05:15:23+00:00,0.66469
2014-08-25T05:30:17+00:00,0.67109
2014-08-25T05:45:11+00:00,0.67637
2014-08-25T06:00:05+00:00,0.67537
2014-08-25T06:15:26+00:00,0.66839
2014-08-25T06:30:20+00:00,0.66073
2014-08-25T06:45:14+00:00,0.65352
2014-08-25T07:00:08+00:00,0.65117
2014-08-25T07:15:02+00:00,0.64906
2014-08-25T07:30:23+00:00,0.65408
2014-08-25T07:45:17+00:00,0.66472
2014-08-25T08:00:11+00:00,0.67262
2014-08-25T08:15:05+00:00,0.67813
2014-08-25T08:30:26+00:00,0.67638
2014-08-25T08:45:20+00:00,0.6685
2014-08-25T09:00:14+00:00,0.66109
2014-08-25T09:15:09+00:00,0.65532
2014-08-25T09:30:03+00:00,0.65594
2014-08-25T10:00:18+00:00,0.66009
2014-08-25T10:15:12+00:00,0.66319
2014-08-25T10:45:22+00:00,0.66299
2014-08-25T11:00:16+00:00,0.66331
2014-08-25T11:15:10+00:00,0.65822
2014-08-25T11:30:04+00:00,0.65319
2014-08-25T11:45:25+00:00,0.64358
